"Time","64 sinus 2","63 Ramp down","62 Ramp up","61 right DS","60 left DS","59 lHL swoff","58 lHL swon","57 rHL swoff","56 rHL swon","55 lFL swoff","54 lFL swon","53 rFL swoff","52 rFL swon","51 CoM peak","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","32 FLx (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.432,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.229202,55.249413,99.860252,64.578247,6.759600,15.882145,5.685222,15.900761,7.126619,17.890932,0,5.789058,13.755055,7.016202,11.648642,8.785533,15.818179,8.675474,14.008959,8.808359,13.456059,9.187658,12.963073,9.599610,14.288006,10.890038,14.119803,10.660087,14.835826,0,-0.01788,0.00346,-0.02047,-0.01383,0.00645,-0.01241,0.00688,0.00350,0.00001,0.10642,3.27694
0.433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.882599,55.483608,99.887787,64.542580,6.759886,15.875628,5.683288,15.918120,7.125422,17.877415,0,5.787425,13.739204,7.018023,11.637806,8.786767,15.829941,8.676585,13.996996,8.807250,13.447172,9.188198,12.955966,9.598953,14.281977,10.887643,14.114969,10.654723,14.831032,0,-0.01854,0.00341,-0.02098,-0.01360,0.01237,-0.01528,0.00394,0.00257,0.00015,0.07280,3.27669
0.434,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.535995,55.717808,99.915329,64.506912,6.760173,15.869112,5.681355,15.935480,7.124224,17.863897,0,5.785793,13.723354,7.019844,11.626971,8.788000,15.841702,8.677696,13.985032,8.806140,13.438285,9.188738,12.948858,9.598297,14.275948,10.885247,14.110135,10.649359,14.826238,0,-0.01779,0.00403,-0.02109,-0.01278,0.01213,-0.01168,0.00602,0.00414,-0.00014,0.08058,3.27684
0.435,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.175797,55.971291,99.939468,64.481880,6.760740,15.863487,5.679999,15.955015,7.123352,17.851154,0,5.784153,13.708369,7.021665,11.616570,8.788266,15.856122,8.678775,13.972795,8.805448,13.429020,9.189913,12.941734,9.597714,14.269626,10.883360,14.105636,10.644616,14.821568,0,-0.01854,0.00779,-0.02056,-0.01424,0.00562,-0.01515,0.00508,0.00180,0.00000,0.11359,3.27699
0.436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.717850,56.363575,99.939125,64.533363,6.763326,15.864274,5.682800,15.990205,7.124822,17.843973,0,5.782459,13.699615,7.023482,11.609291,8.781568,15.889662,8.679619,13.958586,8.807751,13.417039,9.195661,12.934488,9.597670,14.261198,10.885137,14.103546,10.644345,14.817799,0,-0.01989,0.00265,-0.01951,-0.00887,0.00873,-0.01464,0.00707,0.00395,-0.00001,0.10104,3.27706
0.437,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.259888,56.755863,99.938782,64.584846,6.765913,15.865062,5.685602,16.025394,7.126292,17.836792,0,5.780766,13.690861,7.025300,11.602012,8.774870,15.923203,8.680463,13.944377,8.810054,13.405058,9.201408,12.927242,9.597625,14.252770,10.886912,14.101457,10.644074,14.814030,0,-0.01906,0.00295,-0.02070,-0.01732,0.00914,-0.01197,0.00369,0.00277,-0.00001,0.10477,3.27710
0.438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.801941,57.148148,99.938438,64.636322,6.768499,15.865849,5.688404,16.060583,7.127762,17.829611,0,5.779072,13.682107,7.027117,11.594733,8.768171,15.956742,8.681307,13.930168,8.812357,13.393077,9.207156,12.919996,9.597579,14.244344,10.888689,14.099367,10.643804,14.810260,0,-0.01846,0.00656,-0.02136,-0.01629,0.00854,-0.01369,0.00497,0.00253,0.00001,0.08804,3.27679
0.439,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.343063,57.541969,99.936020,64.695518,6.771115,15.865744,5.690264,16.097431,7.128506,17.821676,0,5.777569,13.673067,7.028262,11.586576,8.761909,15.992280,8.681722,13.915939,8.814259,13.380412,9.212721,12.912108,9.597570,14.235909,10.890163,14.096883,10.643211,14.806443,0,-0.02093,0.00484,-0.01848,-0.00979,0.00608,-0.01205,0.00323,0.00189,0.00000,0.10544,3.27649
0.440,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.877502,57.946812,99.918671,64.810188,6.773945,15.859216,5.685345,16.146204,7.124027,17.808317,0,5.777442,13.661972,7.024562,11.572098,8.758790,16.042191,8.679045,13.901561,8.813270,13.362824,9.216964,12.899600,9.597817,14.227415,10.889463,14.091556,10.640304,14.802286,0,-0.01638,0.00291,-0.02076,-0.01695,0.00773,-0.01201,0.00701,0.00539,0.00030,0.11401,3.27626
0.441,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.411942,58.351658,99.901314,64.924858,6.776776,15.852689,5.680427,16.194977,7.119548,17.794958,0,5.777314,13.650878,7.020862,11.557619,8.755670,16.092102,8.676369,13.887182,8.812282,13.345238,9.221207,12.887092,9.598064,14.218923,10.888764,14.086228,10.637396,14.798129,0,-0.01949,0.00458,-0.02092,-0.01403,0.00900,-0.01424,0.00538,0.00398,0.00015,0.10707,3.27615
0.442,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.946381,58.756500,99.883957,65.039528,6.779607,15.846161,5.675508,16.243750,7.115068,17.781599,0,5.777187,13.639783,7.017162,11.543141,8.752550,16.142014,8.673692,13.872804,8.811293,13.327650,9.225450,12.874584,9.598311,14.210430,10.888065,14.080901,10.634488,14.793971,0,-0.01866,0.00432,-0.02031,-0.01443,0.00701,-0.01299,0.00804,0.00405,0.00015,0.09712,3.27691
0.443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.455551,59.164284,99.876457,65.184250,6.782262,15.839954,5.670063,16.292652,7.111319,17.768444,0,5.776777,13.628891,7.014193,11.529391,8.750652,16.193596,8.671283,13.859027,8.810712,13.310769,9.229925,12.862727,9.598497,14.201721,10.887691,14.075657,10.632134,14.789707,0,-0.01904,0.00484,-0.02050,-0.01261,0.00745,-0.01239,0.00480,0.00432,0.00015,0.07057,3.27756
0.444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.782974,59.593235,99.939850,65.545197,6.783654,15.836052,5.660822,16.342480,7.112820,17.756758,0,5.774333,13.619456,7.016482,11.520874,8.757543,16.257219,8.670801,13.849580,8.813066,13.298972,9.236073,12.855562,9.598239,14.191461,10.889661,14.071011,10.633767,14.784671,0,-0.01985,0.00418,-0.02008,-0.01623,0.01462,-0.01628,0.00576,0.00271,0.00031,0.12096,3.27733
0.445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.110382,60.022182,100.003250,65.906136,6.785045,15.832150,5.651581,16.392305,7.114321,17.745071,0,5.771890,13.610023,7.018772,11.512358,8.764434,16.320841,8.670320,13.840134,8.815418,13.287176,9.242221,12.848396,9.597981,14.181200,10.891631,14.066365,10.635401,14.779634,0,-0.01884,0.00336,-0.01887,-0.01228,0.00969,-0.00977,0.00627,0.00500,0.00015,0.11337,3.27713
0.446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.437790,60.451134,100.066643,66.267082,6.786437,15.828247,5.642341,16.442133,7.115822,17.733385,0,5.769446,13.600588,7.021061,11.503841,8.771324,16.384462,8.669838,13.830687,8.817772,13.275379,9.248369,12.841231,9.597723,14.170939,10.893600,14.061719,10.637033,14.774598,0,-0.01689,0.00371,-0.02080,-0.01359,0.01019,-0.01419,0.00506,0.00302,0.00031,0.08916,3.27713
0.447,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.818695,60.825733,100.127556,66.634583,6.787875,15.824153,5.632827,16.491148,7.117084,17.721786,0,5.767512,13.590583,7.023104,11.495882,8.778110,16.445091,8.669027,13.820786,8.819459,13.262491,9.254361,12.832952,9.597297,14.160265,10.895157,14.057050,10.638520,14.769497,0,-0.01691,0.00249,-0.02023,-0.01328,0.00832,-0.01171,0.00533,0.00364,-0.00014,0.08049,3.27711
0.448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.584549,60.809200,100.170547,67.049255,6.789644,15.818681,5.621346,16.534332,7.116622,17.710829,0,5.769242,13.576470,7.023369,11.491932,8.784135,16.484180,8.665850,13.807624,8.816354,13.241748,9.259230,12.816660,9.595654,14.146609,10.893738,14.052214,10.638947,14.763932,0,-0.02097,0.00489,-0.02012,-0.01355,0.01106,-0.01278,0.00677,0.00520,0.00043,0.12012,3.27696
0.449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.350418,60.792667,100.213539,67.463921,6.791414,15.813208,5.609865,16.577517,7.116160,17.699873,0,5.770971,13.562359,7.023634,11.487982,8.790161,16.523270,8.662673,13.794461,8.813249,13.221004,9.264097,12.800367,9.594011,14.132954,10.892319,14.047377,10.639375,14.758368,0,-0.01456,0.00442,-0.02056,-0.01014,0.00588,-0.01294,0.00597,0.00187,0.00001,0.09871,3.27679
0.450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.116272,60.776134,100.256531,67.878593,6.793184,15.807735,5.598384,16.620699,7.115698,17.688915,0,5.772701,13.548247,7.023900,11.484032,8.796186,16.562359,8.659495,13.781298,8.810143,13.200259,9.268966,12.784075,9.592369,14.119297,10.890900,14.042541,10.639802,14.752803,0,-0.01757,0.00396,-0.02117,-0.01489,0.00850,-0.01322,0.00554,-0.00095,-0.00015,0.10150,3.27648
0.451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.947617,60.741501,100.290573,68.263695,6.794933,15.803287,5.587710,16.663517,7.115455,17.677814,0,5.774438,13.533792,7.024285,11.480171,8.805199,16.605846,8.656907,13.768270,8.807702,13.181137,9.273731,12.768074,9.590886,14.106030,10.889577,14.037562,10.640314,14.747211,0,-0.01777,0.00320,-0.02047,-0.01380,0.00854,-0.01292,0.00141,0.00620,0.00001,0.08653,3.27625
0.452,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.250183,60.576588,100.260201,68.435959,6.796537,15.806205,5.582839,16.703699,7.116781,17.665676,0,5.776227,13.516864,7.025537,11.476953,8.835700,16.680983,8.658559,13.756208,8.810039,13.173686,9.277761,12.754177,9.590549,14.095551,10.888951,14.031568,10.641428,14.741419,0,-0.01874,0.00416,-0.02200,-0.01351,0.00781,-0.01351,0.00832,0.00307,0.00015,0.11773,3.27655
0.453,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.552734,60.411674,100.229828,68.608223,6.798140,15.809123,5.577968,16.743879,7.118106,17.653538,0,5.778016,13.499935,7.026790,11.473734,8.866200,16.756119,8.660211,13.744148,8.812375,13.166236,9.281790,12.740281,9.590212,14.085073,10.888325,14.025574,10.642542,14.735627,0,-0.01700,0.00330,-0.01982,-0.01288,0.00860,-0.01210,0.00372,0.00357,0.00000,0.11702,3.27681
0.454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.855301,60.246765,100.199455,68.780487,6.799744,15.812041,5.573096,16.784061,7.119432,17.641399,0,5.779805,13.483006,7.028042,11.470515,8.896702,16.831255,8.661862,13.732087,8.814713,13.158785,9.285819,12.726384,9.589875,14.074594,10.887699,14.019579,10.643656,14.729836,0,-0.01876,0.00396,-0.01923,-0.01391,0.00870,-0.01407,0.00244,0.00202,-0.00015,0.09848,3.27665
0.455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.127716,60.114227,100.148849,68.945168,6.801454,15.814136,5.568021,16.825235,7.120759,17.629425,0,5.781422,13.466538,7.029828,11.467418,8.926412,16.902845,8.663183,13.719437,8.816961,13.150691,9.289491,12.713164,9.589615,14.064682,10.887206,14.013618,10.644697,14.724092,0,-0.01981,0.00355,-0.02272,-0.01372,0.00959,-0.01270,0.00964,0.00324,-0.00029,0.08373,3.27655
0.456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.183258,60.214676,99.952583,69.055237,6.803931,15.810305,5.561476,16.873562,7.122086,17.618631,0,5.781798,13.453384,7.035462,11.465193,8.950426,16.948923,8.662128,13.702542,8.818575,13.137964,9.290588,12.704814,9.589903,14.058851,10.887670,14.007896,10.645216,14.718688,0,-0.01801,0.00371,-0.01944,-0.01401,0.00997,-0.01302,0.00486,0.00200,0.00030,0.10893,3.27686
0.457,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.238785,60.315125,99.756317,69.165314,6.806409,15.806473,5.554932,16.921886,7.123414,17.607838,0,5.782174,13.440230,7.041095,11.462968,8.974441,16.995001,8.661074,13.685649,8.820189,13.125238,9.291686,12.696465,9.590192,14.053020,10.888132,14.002176,10.645734,14.713284,0,-0.01818,0.00519,-0.02055,-0.01316,0.00401,-0.01251,0.00183,0.00456,-0.00015,0.10562,3.27715
0.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.294327,60.415573,99.560051,69.275383,6.808887,15.802642,5.548387,16.970213,7.124741,17.597044,0,5.782550,13.427076,7.046729,11.460743,8.998455,17.041077,8.660019,13.668755,8.821804,13.112512,9.292784,12.688114,9.590480,14.047190,10.888596,13.996455,10.646253,14.707882,0,-0.01930,0.00357,-0.02025,-0.01455,0.00776,-0.01160,0.00822,0.00087,0.00015,0.09666,3.27730
0.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.318909,60.524906,99.371346,69.391121,6.811364,15.799487,5.542471,17.018635,7.125828,17.586575,0,5.783021,13.414658,7.053482,11.458907,9.020806,17.087217,8.659034,13.652994,8.823555,13.100691,9.294836,12.680137,9.590710,14.041547,10.889030,13.990997,10.647006,14.702751,0,-0.01760,0.00464,-0.02216,-0.01276,0.00704,-0.01437,0.00015,0.00419,0.00014,0.06138,3.27743
0.460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.120819,60.698196,99.237053,69.547638,6.813833,15.801198,5.541080,17.067753,7.125181,17.578442,0,5.784178,13.407525,7.068294,11.459867,9.031189,17.133814,8.658545,13.645388,8.826294,13.095387,9.303763,12.674834,9.590518,14.037253,10.889253,13.987433,10.649455,14.699582,0,-0.01866,0.00375,-0.02126,-0.01388,0.01075,-0.01125,0.00785,0.00406,0.00031,0.10687,3.27735
0.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.922729,60.871487,99.102768,69.704163,6.816302,15.802910,5.539689,17.116873,7.124535,17.570307,0,5.785336,13.400393,7.083105,11.460826,9.041573,17.180408,8.658056,13.637781,8.829033,13.090082,9.312691,12.669533,9.590326,14.032961,10.889477,13.983870,10.651903,14.696413,0,-0.01953,0.00350,-0.01998,-0.01417,0.01000,-0.01187,0.00469,0.00347,0.00001,0.10630,3.27727
0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.724640,61.044773,98.968483,69.860680,6.818771,15.804621,5.538298,17.165991,7.123888,17.562174,0,5.786493,13.393261,7.097917,11.461785,9.051955,17.227003,8.657568,13.630176,8.831772,13.084778,9.321618,12.664230,9.590135,14.028667,10.889700,13.980305,10.654352,14.693244,0,-0.01700,0.00367,-0.01893,-0.01430,0.01540,-0.01081,0.00577,0.00221,-0.00013,0.07919,3.27711
0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.478699,61.248764,98.857147,70.001640,6.820827,15.806049,5.536700,17.214394,7.123052,17.552967,0,5.787355,13.386116,7.113450,11.463216,9.064892,17.278198,8.657277,13.621736,8.833996,13.079006,9.329379,12.658966,9.589970,14.024143,10.889821,13.976532,10.656552,14.689795,0,-0.02040,0.00346,-0.02158,-0.01424,0.00619,-0.01365,0.00446,0.00285,0.00030,0.08149,3.27698
0.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.888367,61.673710,98.910980,70.030617,6.819910,15.805441,5.533615,17.257641,7.120858,17.536041,0,5.786092,13.378879,7.134180,11.468036,9.096208,17.362497,8.658415,13.607296,8.832518,13.069868,9.328742,12.653975,9.589989,14.017951,10.889203,13.971257,10.656965,14.684323,0,-0.01729,0.00306,-0.02164,-0.01297,0.01060,-0.01148,0.00514,0.00381,-0.00015,0.11831,3.27698
0.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.298050,62.098656,98.964821,70.059586,6.818993,15.804832,5.530530,17.300888,7.118663,17.519115,0,5.784829,13.371642,7.154911,11.472856,9.127523,17.446798,8.659552,13.592857,8.831039,13.060731,9.328105,12.648982,9.590009,14.011759,10.888584,13.965982,10.657378,14.678851,0,-0.01881,0.00326,-0.01752,-0.01469,0.00771,-0.01377,0.00422,0.00353,0.00015,0.10455,3.27697
0.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.707718,62.523602,99.018654,70.088562,6.818076,15.804223,5.527445,17.344135,7.116468,17.502190,0,5.783566,13.364405,7.175641,11.477675,9.158839,17.531097,8.660689,13.578418,8.829562,13.051593,9.327468,12.643991,9.590029,14.005568,10.887966,13.960707,10.657792,14.673380,0,-0.01966,0.00401,-0.02173,-0.01239,0.01101,-0.01255,0.00299,0.00263,-0.00013,0.08450,3.27689
0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.046371,63.033291,99.079109,70.097404,6.817459,15.803926,5.523723,17.387062,7.114538,17.485920,0,5.782188,13.357038,7.197271,11.484471,9.186768,17.607513,8.662026,13.563788,8.828009,13.042100,9.326734,12.638755,9.590231,13.999740,10.887518,13.955529,10.658278,14.667964,0,-0.01682,0.00428,-0.02068,-0.01400,0.00737,-0.01311,0.00683,0.00446,-0.00001,0.07029,3.27686
0.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.873932,64.152878,99.187157,69.961395,6.819009,15.805869,5.515415,17.427685,7.114512,17.474379,0,5.779978,13.348748,7.225382,11.505486,9.190312,17.627203,8.664803,13.547791,8.825916,13.030050,9.325296,12.631769,9.591748,13.996535,10.888288,13.951047,10.659294,14.662954,0,-0.01866,0.00370,-0.01889,-0.01300,0.00813,-0.01205,0.00602,0.00374,0.00015,0.12178,3.27716
0.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.701508,65.272461,99.295204,69.825386,6.820559,15.807814,5.507107,17.468306,7.114487,17.462837,0,5.777769,13.340458,7.253493,11.526502,9.193857,17.646891,8.667578,13.531792,8.823823,13.018002,9.323859,12.624783,9.593266,13.993330,10.889059,13.946566,10.660310,14.657946,0,-0.01738,0.00436,-0.02057,-0.01276,0.00678,-0.01190,0.01066,0.00327,0.00014,0.09652,3.27743
0.470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.529068,66.392044,99.403259,69.689369,6.822108,15.809758,5.498799,17.508926,7.114462,17.451296,0,5.775560,13.332168,7.281604,11.547517,9.197402,17.666578,8.670354,13.515794,8.821731,13.005953,9.322421,12.617797,9.594782,13.990126,10.889830,13.942083,10.661326,14.652936,0,-0.01934,0.00366,-0.01736,-0.01356,0.00839,-0.01440,0.00339,0.00310,0.00015,0.08322,3.27735
0.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.503937,67.460754,99.568619,69.570496,6.823581,15.811482,5.490583,17.548950,7.114171,17.439735,0,5.774124,13.323442,7.310989,11.570241,9.189534,17.683767,8.672708,13.498792,8.819718,12.993073,9.321337,12.611805,9.596347,13.986224,10.890755,13.937295,10.661918,14.647801,0,-0.01810,0.00477,-0.02098,-0.01525,0.01092,-0.01343,0.00497,0.00201,0.00014,0.08348,3.27726
0.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.538803,68.163322,100.146423,69.574959,6.824500,15.811627,5.483034,17.584675,7.111966,17.428043,0,5.778255,13.311572,7.349537,11.605264,9.099526,17.682978,8.672026,13.474567,8.818287,12.974215,9.322789,12.612973,9.598258,13.977317,10.892791,13.930301,10.659452,14.641766,0,-0.01888,0.00225,-0.02092,-0.01378,0.00966,-0.01320,0.00495,0.00281,-0.00015,0.10405,3.27703
0.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.573669,68.865898,100.724236,69.579422,6.825419,15.811771,5.475485,17.620399,7.109761,17.416351,0,5.782386,13.299703,7.388086,11.640286,9.009520,17.682186,8.671344,13.450343,8.816855,12.955357,9.324243,12.614141,9.600168,13.968410,10.894828,13.923306,10.656987,14.635730,0,-0.01899,0.00580,-0.02058,-0.01453,0.00973,-0.01327,0.00585,0.00335,-0.00015,0.09441,3.27681
0.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.608536,69.568466,101.302040,69.583885,6.826338,15.811915,5.467936,17.656122,7.107556,17.404657,0,5.786517,13.287833,7.426634,11.675309,8.919513,17.681395,8.670662,13.426118,8.815425,12.936498,9.325695,12.615309,9.602078,13.959502,10.896865,13.916311,10.654522,14.629695,0,-0.01721,0.00336,-0.02140,-0.01441,0.01332,-0.01448,-0.00052,0.00381,0.00015,0.09084,3.27665
0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.915909,70.079987,101.901703,69.616852,6.826969,15.812264,5.460594,17.691221,7.105519,17.392979,0,5.790258,13.275669,7.465089,11.711857,8.852415,17.691040,8.669711,13.403258,8.814668,12.918137,9.325128,12.614469,9.603666,13.949796,10.898892,13.909320,10.652322,14.623589,0,-0.01911,0.00499,-0.02100,-0.01238,0.00587,-0.01390,0.00796,0.00246,0.00001,0.07119,3.27652
0.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.184525,69.216576,102.658630,69.855011,6.825519,15.814090,5.454742,17.721825,7.104687,17.381393,0,5.791197,13.261387,7.502868,11.759386,8.950191,17.775785,8.666830,13.390218,8.818768,12.903352,9.310021,12.599179,9.602931,13.934340,10.900852,13.902348,10.652026,14.616979,0,-0.01824,0.00265,-0.02045,-0.01417,0.01246,-0.01042,0.00368,0.00280,0.00001,0.09657,3.27652
0.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.453140,68.353165,103.415558,70.093170,6.824068,15.815915,5.448891,17.752428,7.103854,17.369808,0,5.792136,13.247104,7.540647,11.806914,9.047967,17.860533,8.663948,13.377178,8.822866,12.888567,9.294914,12.583891,9.602196,13.918883,10.902812,13.895376,10.651731,14.610369,0,-0.01738,0.00687,-0.01909,-0.01419,0.00846,-0.01244,0.00374,0.00338,0.00014,0.09759,3.27650
0.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.721756,67.489754,104.172493,70.331329,6.822618,15.817740,5.443039,17.783031,7.103022,17.358223,0,5.793074,13.232821,7.578426,11.854444,9.145743,17.945280,8.661067,13.364138,8.826965,12.873782,9.279807,12.568602,9.601460,13.903427,10.904772,13.888404,10.651436,14.603759,0,-0.01803,0.00219,-0.02145,-0.01364,0.00859,-0.01317,0.00544,0.00348,0.00001,0.09902,3.27635
0.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.844025,66.645660,104.842751,70.565300,6.821252,15.818998,5.437110,17.812815,7.102355,17.346592,0,5.793848,13.218642,7.614043,11.905727,9.231704,18.023079,8.657788,13.351372,8.830763,12.860652,9.265277,12.553985,9.600642,13.888530,10.906136,13.881460,10.651104,14.596679,0,-0.01942,0.00391,-0.01607,-0.01449,0.00381,-0.01403,0.00969,0.00300,0.00015,0.07299,3.27618
0.480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.913040,65.940659,104.889252,70.769112,6.820496,15.816179,5.430629,17.836697,7.102887,17.334639,0,5.793434,13.205206,7.634093,11.984035,9.232635,18.050879,8.651649,13.340575,8.832386,12.859424,9.254892,12.544209,9.599224,13.877654,10.903212,13.874725,10.650507,14.586214,0,-0.01855,0.00310,-0.01923,-0.01483,0.01255,-0.01047,0.00426,0.00302,0.00015,0.08976,3.27587
0.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.982056,65.235657,104.935753,70.972923,6.819738,15.813360,5.424147,17.860580,7.103418,17.322685,0,5.793020,13.191770,7.654144,12.062343,9.233567,18.078680,8.645512,13.329780,8.834009,12.858196,9.244508,12.534431,9.597807,13.866778,10.900288,13.867990,10.649910,14.575749,0,-0.01789,0.00452,-0.01902,-0.01184,0.00974,-0.01178,0.00609,0.00498,0.00014,0.12193,3.27567
0.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.051056,64.530655,104.982254,71.176727,6.818981,15.810541,5.417665,17.884462,7.103950,17.310732,0,5.792605,13.178333,7.674194,12.140651,9.234498,18.106480,8.639373,13.318983,8.835632,12.856968,9.234123,12.524654,9.596389,13.855903,10.897364,13.861256,10.649313,14.565285,0,-0.01866,0.00361,-0.02118,-0.01490,0.00818,-0.01300,0.00437,0.00250,0.00029,0.09264,3.27628
0.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.849579,63.938236,104.983170,71.373962,6.818340,15.807774,5.411952,17.907715,7.104338,17.299072,0,5.792520,13.164555,7.694394,12.217268,9.236313,18.131891,8.634479,13.308209,8.836803,12.855247,9.226243,12.514527,9.595062,13.845284,10.894816,13.854312,10.648991,14.555206,0,-0.01808,0.00412,-0.02034,-0.01332,0.00825,-0.01148,0.00412,0.00250,-0.00001,0.07888,3.27676
0.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.701355,64.156075,104.655991,71.523849,6.818531,15.805372,5.411770,17.926428,7.103693,17.289534,0,5.794798,13.148313,7.715667,12.281720,9.244477,18.140110,8.638539,13.297598,8.834720,12.849968,9.236389,12.501878,9.594388,13.836512,10.894979,13.845865,10.650642,14.547916,0,-0.01834,0.00315,-0.02034,-0.01263,0.01068,-0.01128,0.00612,0.00325,0.00014,0.06590,3.27623
